Found 202 local active experiment files
[pass2 167/199] session=1042639868 trials=205 neurons=20 mean_T=252.0 elapsed=0.88s
[pass2 168/199] session=1043831389 trials=147 neurons=18 mean_T=243.5 elapsed=0.70s
[pass2 169/199] session=1044095203 trials=338 neurons=18 mean_T=260.8 elapsed=1.00s
[pass2 170/199] session=1044678595 trials=162 neurons=16 mean_T=245.5 elapsed=0.89s
[pass2 171/199] session=1050406399 trials=336 neurons=10 mean_T=255.6 elapsed=1.00s
[pass2 172/199] session=1051009897 trials=230 neurons=8 mean_T=251.6 elapsed=0.88s
[pass2 173/199] session=1051217227 trials=334 neurons=7 mean_T=257.2 elapsed=1.07s
[pass2 174/199] session=1051423446 trials=317 neurons=7 mean_T=259.3 elapsed=0.95s
[pass2 175/199] session=1052391266 trials=349 neurons=10 mean_T=259.6 elapsed=1.03s
[pass2 176/199] session=1052609309 trials=314 neurons=18 mean_T=256.7 elapsed=1.01s
[pass2 177/199] session=1053605418 trials=354 neurons=36 mean_T=259.6 elapsed=0.94s
[pass2 178/199] session=1053997501 trials=319 neurons=13 mean_T=260.4 elapsed=1.09s
[pass2 179/199] session=1054813047 trials=319 neurons=37 mean_T=261.3 elapsed=1.00s
[pass2 180/199] session=1065523118 trials=318 neurons=30 mean_T=255.9 elapsed=1.31s
[pass2 181/199] session=1065523124 trials=95 neurons=20 mean_T=240.7 elapsed=0.96s
[pass2 182/199] session=1065966776 trials=180 neurons=21 mean_T=253.1 elapsed=1.10s
[pass2 183/199] session=1067133170 trials=286 neurons=29 mean_T=256.2 elapsed=0.99s
[pass2 184/199] session=1067133175 trials=288 neurons=18 mean_T=255.7 elapsed=1.13s
[pass2 185/199] session=1067647876 trials=218 neurons=25 mean_T=256.4 elapsed=0.74s
[pass2 186/199] session=1067648397 trials=249 neurons=18 mean_T=251.6 elapsed=0.92s
[pass2 187/199] session=1069286452 trials=259 neurons=23 mean_T=252.6 elapsed=0.80s
[pass2 188/199] session=1071070929 trials=211 neurons=26 mean_T=252.7 elapsed=1.03s
[pass2 189/199] session=1071440875 trials=271 neurons=23 mean_T=256.9 elapsed=1.18s
[pass2 190/199] session=1081536273 trials=262 neurons=20 mean_T=257.7 elapsed=1.15s
[pass2 191/199] session=1082414357 trials=227 neurons=22 mean_T=251.6 elapsed=1.07s
[pass2 192/199] session=1082818566 trials=266 neurons=21 mean_T=257.4 elapsed=1.17s
[pass2 193/199] session=1083070132 trials=225 neurons=18 mean_T=257.2 elapsed=1.06s
[pass2 194/199] session=1083296280 trials=269 neurons=10 mean_T=255.8 elapsed=0.69s
[pass2 195/199] session=1084305603 trials=318 neurons=15 mean_T=253.0 elapsed=0.97s
[pass2 196/199] session=1084795752 trials=251 neurons=10 mean_T=257.1 elapsed=0.71s
[pass2 197/199] session=1085000574 trials=255 neurons=13 mean_T=253.7 elapsed=0.99s
[pass2 198/199] session=1085816655 trials=131 neurons=17 mean_T=244.8 elapsed=0.74s
[pass2 199/199] session=1086048031 trials=131 neurons=20 mean_T=240.7 elapsed=0.83s
Saved converted_data.pkl with 199 sessions, 51075 trials, 29168 neurons in 395.58s
