459 sessions to process, 32 workers
[1/459] 03cf52f6-fba6-4743-a42e-dd1ac3072343 SKIP: no whisker motion energy (neither camera)  (0.8s; elapsed 1s, eta 396s)
[211/459] 7bee9f09-a238-42cf-b499-f51f765c6ded 348 trials, 72 neurons  (1.6s; elapsed 25s, eta 29s)
[212/459] 73918ae1-e4fd-4c18-b132-00cb555b1ad2 467 trials, 140 neurons  (3.4s; elapsed 25s, eta 30s)
[213/459] 6f09ba7e-e3ce-44b0-932b-c003fb44fb89 411 trials, 249 neurons  (4.4s; elapsed 26s, eta 29s)
[214/459] 6a601cc5-7b79-4c75-b0e8-552246532f82 389 trials, 189 neurons  (5.6s; elapsed 26s, eta 29s)
[215/459] 6c6b0d06-6039-4525-a74b-58cfaa1d3a60 663 trials, 123 neurons  (5.1s; elapsed 26s, eta 29s)
[216/459] 7416f387-b302-4ca3-8daf-03b585a1b7ec 247 trials, 37 neurons  (3.7s; elapsed 26s, eta 29s)
[217/459] 752456f3-9f47-4fbf-bd44-9d131c0f41aa 297 trials, 98 neurons  (3.6s; elapsed 26s, eta 29s)
[218/459] 72982282-e493-45ee-87ce-aa45cb3a3ec1 245 trials, 76 neurons  (3.9s; elapsed 26s, eta 28s)
[219/459] 7cec9792-b8f9-4878-be7e-f08103dc0323 472 trials, 33 neurons  (2.0s; elapsed 26s, eta 28s)
[220/459] 6f36868f-5cc1-450c-82fa-6b9829ce0cfe 603 trials, 135 neurons  (4.6s; elapsed 26s, eta 28s)
[221/459] 7622da34-51b6-4661-98ae-a57d40806008 461 trials, 42 neurons  (3.2s; elapsed 26s, eta 28s)
[222/459] 75b6b132-d998-4fba-8482-961418ac957d 242 trials, 69 neurons  (3.7s; elapsed 26s, eta 28s)
[223/459] 7eeb8423-49e6-4d40-ab6f-703d17af231a 445 trials, 42 neurons  (2.0s; elapsed 26s, eta 27s)
[224/459] 7f150b7c-c261-46e6-9edb-cc391c9d9f03 341 trials, 81 neurons  (2.1s; elapsed 26s, eta 27s)
[225/459] 872ce8ff-9fb3-485c-be00-bc5479e0095b SKIP: no whisker motion energy (neither camera)  (0.4s; elapsed 26s, eta 27s)
[226/459] 7dd27c2f-9544-448d-918d-be0f9837b0e0 274 trials, 124 neurons  (2.6s; elapsed 27s, eta 27s)
[227/459] 7f5df7eb-cf36-4589-a20a-14b535441142 347 trials, 343 neurons  (2.5s; elapsed 27s, eta 27s)
[228/459] 781b35fd-e1f0-4d14-b2bb-95b7263082bb 323 trials, 192 neurons  (3.7s; elapsed 27s, eta 27s)
[229/459] 7af49c00-63dd-4fed-b2e0-1b3bd945b20b 321 trials, 248 neurons  (3.9s; elapsed 27s, eta 27s)
[230/459] 78b4fff5-c5ec-44d9-b5f9-d59493063f00 627 trials, 116 neurons  (4.0s; elapsed 27s, eta 27s)
[231/459] 821f1883-27f3-411d-afd3-fb8241bbc39a 472 trials, 160 neurons  (2.1s; elapsed 27s, eta 27s)
[232/459] 71855308-7e54-41d7-a7a4-b042e78e3b4f 193 trials, 303 neurons  (5.9s; elapsed 27s, eta 27s)
[233/459] 824cf03d-4012-4ab1-b499-c83a92c5589e 585 trials, 62 neurons  (2.0s; elapsed 27s, eta 27s)
[234/459] 7cb81727-2097-4b52-b480-c89867b5b34c 325 trials, 69 neurons  (3.8s; elapsed 27s, eta 26s)
[235/459] 7be8fec4-406b-4e74-8548-d2885dcc3d5e 435 trials, 155 neurons  (4.0s; elapsed 27s, eta 26s)
[236/459] 7cc74598-9c1b-436b-84fa-0bf89f31adf6 312 trials, 166 neurons  (3.9s; elapsed 28s, eta 26s)
[237/459] 7939711b-8b4d-4251-b698-b97c1eaa846e 591 trials, 207 neurons  (4.4s; elapsed 28s, eta 26s)
[238/459] 87ad026d-5b95-4022-8d59-c260870d830f 589 trials, 45 neurons  (1.8s; elapsed 28s, eta 26s)
[239/459] 768a371d-7e88-47f8-bf21-4a6a6570dd6e 259 trials, 133 neurons  (5.1s; elapsed 28s, eta 26s)
[240/459] 88d24c31-52e4-49cc-9f32-6adbeb9eba87 319 trials, 160 neurons  (2.0s; elapsed 28s, eta 26s)
[241/459] 837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb 344 trials, 78 neurons  (2.7s; elapsed 28s, eta 26s)
[242/459] 85dc2ebd-8aaf-46b0-9284-a197aee8b16f 407 trials, 121 neurons  (2.6s; elapsed 28s, eta 25s)
[243/459] 72cb5550-43b4-4ef0-add5-e4adfdfb5e02 370 trials, 354 neurons  (6.5s; elapsed 29s, eta 25s)
[244/459] 81a1dca0-cc90-47c5-afe3-c277319c47c8 298 trials, 163 neurons  (3.9s; elapsed 29s, eta 25s)
[245/459] 746d1902-fa59-4cab-b0aa-013be36060d5 481 trials, 429 neurons  (6.3s; elapsed 29s, eta 25s)
[246/459] 8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef 288 trials, 39 neurons  (2.2s; elapsed 29s, eta 25s)
[247/459] 8c2f7f4d-7346-42a4-a715-4d37a5208535 241 trials, 108 neurons  (1.8s; elapsed 29s, eta 25s)
[248/459] 7f6b86f9-879a-4ea2-8531-294a221af5d0 626 trials, 192 neurons  (4.8s; elapsed 29s, eta 25s)
[249/459] 83d85891-bd75-4557-91b4-1cbb5f8bfc9d 260 trials, 202 neurons  (3.7s; elapsed 29s, eta 25s)
[250/459] 875c1e5c-f7ec-45ac-ab82-ecfe7276a707 608 trials, 67 neurons  (3.5s; elapsed 29s, eta 25s)
[251/459] 90d1e82c-c96f-496c-ad4e-ee3f02067f25 387 trials, 94 neurons  (1.9s; elapsed 29s, eta 24s)
[252/459] 81a78eac-9d36-4f90-a73a-7eb3ad7f770b 919 trials, 305 neurons  (4.7s; elapsed 30s, eta 25s)
[253/459] 8d316998-28c3-4265-b029-e2ca82375b2f 399 trials, 226 neurons  (2.1s; elapsed 30s, eta 24s)
[254/459] 90e524a2-aa63-47ce-b5b8-1b1941a1223a 331 trials, 129 neurons  (2.0s; elapsed 30s, eta 24s)
[255/459] 83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4 576 trials, 82 neurons  (3.9s; elapsed 30s, eta 24s)
[256/459] 8a1cf4ef-06e3-4c72-9bc7-e1baa189841b 241 trials, 184 neurons  (3.6s; elapsed 30s, eta 24s)
[257/459] 90c61c38-b9fd-4cc3-9795-29160d2f8e55 651 trials, 111 neurons  (2.3s; elapsed 30s, eta 24s)
[258/459] 86b6ba67-c1db-4333-add0-f8105ea6e363 457 trials, 34 neurons  (4.1s; elapsed 30s, eta 23s)
[259/459] 88224abb-5746-431f-9c17-17d7ef806e6a 355 trials, 138 neurons  (4.0s; elapsed 30s, eta 23s)
[260/459] 91bac580-76ed-41ab-ac07-89051f8d7f6e 258 trials, 71 neurons  (2.2s; elapsed 30s, eta 23s)
[261/459] 810b1e07-009e-4ebe-930a-915e4cd8ece4 168 trials, 301 neurons  (5.8s; elapsed 30s, eta 23s)
[262/459] 931a70ae-90ee-448e-bedb-9d41f3eda647 380 trials, 101 neurons  (1.9s; elapsed 30s, eta 23s)
[263/459] 8db36de1-8f17-4446-b527-b5d91909b45a 823 trials, 114 neurons  (2.8s; elapsed 30s, eta 23s)
[264/459] 90e74228-fd1a-482f-bd56-05dbad132861 659 trials, 48 neurons  (2.6s; elapsed 30s, eta 22s)
[265/459] 8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8 289 trials, 136 neurons  (3.2s; elapsed 31s, eta 22s)
[266/459] 94dabed1-741c-4ddd-a6b7-70561e27b750 382 trials, 76 neurons  (2.0s; elapsed 31s, eta 22s)
[267/459] 91e04f86-89df-4dec-a8f8-fa915c9a5f1a 352 trials, 94 neurons  (2.5s; elapsed 31s, eta 22s)
[268/459] 8c552ddc-813e-4035-81cc-3971b57efe65 329 trials, 142 neurons  (3.6s; elapsed 31s, eta 22s)
[269/459] 8928f98a-b411-497e-aa4b-aa752434686d 470 trials, 236 neurons  (4.9s; elapsed 31s, eta 22s)
[270/459] 91796ceb-e314-4859-9a1f-092f85cc846a 432 trials, 191 neurons  (3.2s; elapsed 31s, eta 22s)
[271/459] 91a3353a-2da1-420d-8c7c-fad2fedfdd18 383 trials, 57 neurons  (3.1s; elapsed 31s, eta 22s)
[272/459] 8207abc6-6b23-4762-92b4-82e05bed5143 496 trials, 332 neurons  (5.9s; elapsed 31s, eta 22s)
[273/459] 8a3a0197-b40a-449f-be55-c00b23253bbf 282 trials, 335 neurons  (5.1s; elapsed 31s, eta 21s)
[274/459] 9a6e127b-bb07-4be2-92e2-53dd858c2762 434 trials, 100 neurons  (1.8s; elapsed 32s, eta 21s)
[275/459] 9fc31d79-b56f-46d0-92a0-e9563caf4a7a 278 trials, 67 neurons  (1.7s; elapsed 32s, eta 21s)
[276/459] 934dd7a4-fbdc-459c-8830-04fe9033bc28 536 trials, 94 neurons  (3.4s; elapsed 32s, eta 21s)
[277/459] 97c1d08d-57b4-4595-8052-91eb84ebfd74 565 trials, 136 neurons  (2.5s; elapsed 32s, eta 21s)
[278/459] 9a629642-3a9c-42ed-b70a-532db0e86199 267 trials, 127 neurons  (2.1s; elapsed 32s, eta 21s)
[279/459] 9fcbd1a0-77e6-4c41-9428-eeaee74becd5 243 trials, 16 neurons  (1.8s; elapsed 32s, eta 21s)
[280/459] a19c7a3a-7261-42ce-95d5-1f4ca46007ed 392 trials, 45 neurons  (1.7s; elapsed 32s, eta 21s)
[281/459] 9b5a1754-ac99-4d53-97d3-35c2f6638507 274 trials, 94 neurons  (2.1s; elapsed 32s, eta 20s)
[282/459] 9b528ad0-4599-4a55-9148-96cc1d93fb24 449 trials, 75 neurons  (2.2s; elapsed 32s, eta 20s)
[283/459] a2701b93-d8e1-47e9-a819-f1063046f3e7 412 trials, 22 neurons  (1.6s; elapsed 32s, eta 20s)
[284/459] 8c33abef-3d3e-4d42-9f27-445e9def08f9 486 trials, 179 neurons  (5.0s; elapsed 32s, eta 20s)
[285/459] 9e9c6fc0-4769-4d83-9ea4-b59a1230510e 610 trials, 98 neurons  (2.3s; elapsed 32s, eta 20s)
[286/459] a4747ac8-6a75-444f-b99b-696fff0243fd 338 trials, 9 neurons  (1.4s; elapsed 33s, eta 20s)
[287/459] a1782f4f-86b0-480c-a7f2-3d8f1ab482ab 514 trials, 98 neurons  (2.3s; elapsed 33s, eta 20s)
[288/459] 9dd72e52-5393-4c08-9eca-f7dace2e59f6 241 trials, 79 neurons  (2.7s; elapsed 33s, eta 19s)
[289/459] a34b4013-414b-42ed-9318-e93fbbc71e7b 269 trials, 31 neurons  (1.8s; elapsed 33s, eta 19s)
[290/459] a2b9fbbe-79fc-4166-a16e-b307813a2f06 264 trials, 84 neurons  (2.0s; elapsed 33s, eta 19s)
[291/459] 9468fa93-21ae-4984-955c-e8402e280c83 366 trials, 147 neurons  (4.1s; elapsed 33s, eta 19s)
[292/459] ac7d3064-7f09-48a3-88d2-e86a4eb86461 SKIP: no whisker motion energy (neither camera)  (0.5s; elapsed 33s, eta 19s)
[293/459] 948fd27b-507b-41b3-bdf8-f9f5f0af8e0b 383 trials, 140 neurons  (4.5s; elapsed 33s, eta 19s)
[294/459] 93ad879a-aa42-4150-83e1-38773c9785e4 419 trials, 215 neurons  (5.1s; elapsed 34s, eta 19s)
[295/459] 952870e5-f2a7-4518-9e6d-71585460f6fe 722 trials, 129 neurons  (4.5s; elapsed 34s, eta 19s)
[296/459] a405053a-eb13-4aa4-850c-5a337e5dc7fd 476 trials, 77 neurons  (3.1s; elapsed 34s, eta 19s)
[297/459] 8c025071-c4f3-426c-9aed-f149e8f75b7b 288 trials, 236 neurons  (7.6s; elapsed 34s, eta 19s)
[298/459] a4000c2f-fa75-4b3e-8f06-a7cf599b87ad 501 trials, 203 neurons  (3.3s; elapsed 34s, eta 19s)
[299/459] 9545aa05-3945-4054-a5c3-a259f7209d61 286 trials, 141 neurons  (5.0s; elapsed 34s, eta 18s)
[300/459] 9fe512b8-92a8-4642-83b6-01158ab66c3c 501 trials, 130 neurons  (4.2s; elapsed 35s, eta 18s)
[301/459] 98e0074c-706a-40e5-bbb5-223f97585a99 531 trials, 64 neurons  (5.1s; elapsed 35s, eta 18s)
[302/459] b81e3e11-9a60-4114-b894-09f85074d9c3 SKIP: no whisker motion energy (neither camera)  (0.6s; elapsed 35s, eta 18s)
[303/459] ab8a0899-a59f-42e4-8807-95b14056104b 386 trials, 108 neurons  (2.5s; elapsed 35s, eta 18s)
[304/459] 9eec761e-9762-4897-b308-a3a08c311e69 493 trials, 211 neurons  (5.1s; elapsed 35s, eta 18s)
[305/459] a4a74102-2af5-45dc-9e41-ef7f5aed88be 270 trials, 364 neurons  (4.1s; elapsed 35s, eta 18s)
[306/459] af55d16f-0e31-4073-bdb5-26da54914aa2 814 trials, 84 neurons  (2.8s; elapsed 36s, eta 18s)
[307/459] b182b754-3c3e-4942-8144-6ee790926b58 221 trials, 147 neurons  (2.8s; elapsed 36s, eta 18s)
[308/459] 993c7024-0abc-4028-ad30-d397ad55b084 1033 trials, 239 neurons  (5.9s; elapsed 36s, eta 18s)
[309/459] aad23144-0e52-4eac-80c5-c4ee2decb198 483 trials, 258 neurons  (3.4s; elapsed 36s, eta 17s)
[310/459] a92c4b1d-46bd-457e-a1f4-414265f0e2d4 578 trials, 118 neurons  (3.7s; elapsed 36s, eta 17s)
[311/459] a7eba2cf-427f-4df9-879b-e53e962eae18 285 trials, 271 neurons  (3.8s; elapsed 36s, eta 17s)
[312/459] b10ed1ba-2099-42c4-bee3-d053eb594f09 625 trials, 106 neurons  (3.2s; elapsed 36s, eta 17s)
[313/459] a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e 246 trials, 170 neurons  (5.2s; elapsed 36s, eta 17s)
[314/459] a6fe44a8-07ab-49b8-81f9-e18575aa85cc 459 trials, 92 neurons  (4.4s; elapsed 36s, eta 17s)
[315/459] a8a8af78-16de-4841-ab07-fde4b5281a03 337 trials, 115 neurons  (4.1s; elapsed 36s, eta 17s)
[316/459] bb6a5aae-2431-401d-8f6a-9fdd6de655a9 273 trials, 89 neurons  (1.7s; elapsed 36s, eta 16s)
[317/459] ae8787b1-4229-4d56-b0c2-566b61a25b77 548 trials, 184 neurons  (3.8s; elapsed 37s, eta 16s)
[318/459] aa20388b-9ea3-4506-92f1-3c2be84b85db 305 trials, 185 neurons  (4.3s; elapsed 37s, eta 16s)
[319/459] aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf 484 trials, 151 neurons  (4.3s; elapsed 37s, eta 16s)
[320/459] c728f6fd-58e2-448d-aefb-a72c637b604c SKIP: no whisker motion energy (neither camera)  (0.4s; elapsed 37s, eta 16s)
[321/459] b22f694e-4a34-4142-ab9d-2556c3487086 315 trials, 271 neurons  (3.7s; elapsed 37s, eta 16s)
[322/459] b39752db-abdb-47ab-ae78-e8608bbf50ed 490 trials, 147 neurons  (3.4s; elapsed 37s, eta 16s)
[323/459] b9c205c3-feac-485b-a89d-afc96d9cb280 410 trials, 89 neurons  (2.3s; elapsed 37s, eta 16s)
[324/459] a71175be-d1fd-47a3-aa93-b830ea3634a1 341 trials, 109 neurons  (5.2s; elapsed 37s, eta 15s)
[325/459] a82800ce-f4e3-4464-9b80-4c3d6fade333 455 trials, 203 neurons  (5.0s; elapsed 37s, eta 15s)
[326/459] bda2faf5-9563-4940-a80f-ce444259e47b 311 trials, 192 neurons  (1.9s; elapsed 37s, eta 15s)
[327/459] a66f1593-dafd-4982-9b66-f9554b6c86b5 392 trials, 170 neurons  (6.0s; elapsed 37s, eta 15s)
[328/459] b658bc7d-07cd-4203-8a25-7b16b549851b 794 trials, 133 neurons  (3.5s; elapsed 38s, eta 15s)
[329/459] b52182e7-39f6-4914-9717-136db589706e 461 trials, 151 neurons  (3.8s; elapsed 38s, eta 15s)
[330/459] c02e5155-8e8f-427e-873d-d61490bbb9c3 592 trials, 12 neurons  (2.0s; elapsed 38s, eta 15s)
[331/459] c23b4118-db40-4333-af1d-933154b533c6 194 trials, 48 neurons  (1.7s; elapsed 38s, eta 15s)
[332/459] be164a14-6e73-42c3-ab60-d29c48693c0f 251 trials, 189 neurons  (2.1s; elapsed 38s, eta 14s)
[333/459] b887df2c-bb9c-44c9-a9c0-538da87b2cab 373 trials, 119 neurons  (3.4s; elapsed 38s, eta 14s)
[334/459] cea755db-4eee-4138-bdd6-fc23a572f5a1 SKIP: no whisker motion energy (neither camera)  (0.5s; elapsed 38s, eta 14s)
[335/459] a9138924-4395-4981-83d1-530f6ff7c8fc 372 trials, 118 neurons  (5.8s; elapsed 38s, eta 14s)
[336/459] bd07e3a7-09c3-4b67-996b-42b6d5cedf1c 385 trials, 109 neurons  (3.1s; elapsed 38s, eta 14s)
[337/459] aec5d3cc-4bb2-4349-80a9-0395b76f04e2 499 trials, 316 neurons  (5.4s; elapsed 38s, eta 14s)
[338/459] bb099402-fb31-4cfd-824e-1c97530a0875 444 trials, 204 neurons  (3.9s; elapsed 39s, eta 14s)
[339/459] a7763417-e0d6-4f2a-aa55-e382fd9b5fb8 660 trials, 226 neurons  (6.6s; elapsed 39s, eta 14s)
[340/459] c6db3304-c906-400c-aa0f-45dd3945b2ea 529 trials, 95 neurons  (2.3s; elapsed 39s, eta 14s)
[341/459] c8d46ee6-eb68-4535-8756-7c9aa32f10e4 326 trials, 131 neurons  (2.0s; elapsed 39s, eta 13s)
[342/459] c99d53e6-c317-4c53-99ba-070b26673ac4 423 trials, 56 neurons  (1.9s; elapsed 39s, eta 13s)
[343/459] c16d3557-b2c1-4545-93d0-112ac0915d93 388 trials, 138 neurons  (2.8s; elapsed 39s, eta 13s)
[344/459] c8e11fd8-d130-4f06-abba-9aa20240ce7c 265 trials, 94 neurons  (2.2s; elapsed 39s, eta 13s)
[345/459] cf43dbb1-6992-40ec-a5f9-e8e838d0f643 316 trials, 33 neurons  (1.5s; elapsed 39s, eta 13s)
[346/459] ca4ecb4c-4b60-4723-9b9e-2c54a6290a53 226 trials, 128 neurons  (2.4s; elapsed 39s, eta 13s)
[347/459] cae5cd75-55e5-4277-8db3-cf4d6c5ff918 258 trials, 79 neurons  (2.3s; elapsed 39s, eta 13s)
[348/459] d16a9a8d-5f42-4b49-ba58-1746f807fcc1 280 trials, 3 neurons  (1.5s; elapsed 39s, eta 13s)
[349/459] c958919c-2e75-435d-845d-5b62190b520e 561 trials, 129 neurons  (2.7s; elapsed 39s, eta 12s)
[350/459] bd456d8f-d36e-434a-8051-ff3997253802 507 trials, 221 neurons  (4.0s; elapsed 40s, eta 12s)
[351/459] b69b86be-af7d-4ecf-8cbf-0cd356afa1bd 198 trials, 217 neurons  (5.2s; elapsed 40s, eta 12s)
[352/459] cef05f87-161b-4031-932c-6f47daf89698 346 trials, 112 neurons  (1.9s; elapsed 40s, eta 12s)
[353/459] caa5dddc-9290-4e27-9f5e-575ba3598614 280 trials, 182 neurons  (2.8s; elapsed 40s, eta 12s)
[354/459] d0c91c3c-8cbb-4929-8657-31f18bffc294 627 trials, 60 neurons  (2.0s; elapsed 40s, eta 12s)
[355/459] c46b8def-620d-4d70-9397-be5694255f73 496 trials, 223 neurons  (3.6s; elapsed 40s, eta 12s)
[356/459] d832d9f7-c96a-4f63-8921-516ba4a7b61f SKIP: no whisker motion energy (neither camera)  (1.0s; elapsed 40s, eta 12s)
[357/459] da188f2c-553c-4e04-879b-c9ea2d1b9a93 SKIP: no whisker motion energy (neither camera)  (0.6s; elapsed 40s, eta 11s)
[358/459] dd4da095-4a99-4bf3-9727-f735077dba66 SKIP: no whisker motion energy (neither camera)  (0.3s; elapsed 40s, eta 11s)
[359/459] d0ea3148-948d-4817-94f8-dcaf2342bbbe 304 trials, 149 neurons  (2.4s; elapsed 40s, eta 11s)
[360/459] cde63527-7f5a-4cc3-8ac2-215d82e7da26 407 trials, 80 neurons  (2.8s; elapsed 40s, eta 11s)
[361/459] d32876dd-8303-4720-8e7e-20678dc2fd71 131 trials, 30 neurons  (1.8s; elapsed 40s, eta 11s)
[362/459] d23b005f-46f5-4fe1-870c-f55f6eb9533d 415 trials, 150 neurons  (2.5s; elapsed 41s, eta 11s)
[363/459] cc45c568-c3b9-4f74-836e-c87762e898c8 524 trials, 196 neurons  (3.4s; elapsed 41s, eta 11s)
[364/459] d2832a38-27f6-452d-91d6-af72d794136c 513 trials, 148 neurons  (2.5s; elapsed 41s, eta 11s)
[365/459] d85c454e-8737-4cba-b6ad-b2339429d99b 325 trials, 14 neurons  (1.4s; elapsed 41s, eta 10s)
[366/459] c3d9b6fb-7fa9-4413-a364-92a54df0fc5d 374 trials, 141 neurons  (4.6s; elapsed 41s, eta 10s)
[367/459] d2918f52-8280-43c0-924b-029b2317e62c 585 trials, 207 neurons  (2.5s; elapsed 41s, eta 10s)
[368/459] d57df551-6dcb-4242-9c72-b806cff5613a 579 trials, 45 neurons  (2.0s; elapsed 41s, eta 10s)
[369/459] c7bd79c9-c47e-4ea5-aea3-74dda991b48e 1093 trials, 221 neurons  (4.6s; elapsed 41s, eta 10s)
[370/459] db4df448-e449-4a6f-a0e7-288711e7a75a 288 trials, 108 neurons  (1.7s; elapsed 41s, eta 10s)
[371/459] cb2ad999-a6cb-42ff-bf71-1774c57e5308 679 trials, 176 neurons  (4.2s; elapsed 41s, eta 10s)
[372/459] de905562-31c6-4c31-9ece-3ee87b97eab4 314 trials, 13 neurons  (1.5s; elapsed 41s, eta 10s)
[373/459] dcceebe5-4589-44df-a1c1-9fa33e779727 505 trials, 12 neurons  (1.9s; elapsed 42s, eta 10s)
[374/459] bb8d9451-fdbd-4f46-b52e-9290e8f84d2e 296 trials, 266 neurons  (6.7s; elapsed 42s, eta 9s)
[375/459] e5fae088-ed96-4d9b-82f9-dfd13c259d52 SKIP: no whisker motion energy (neither camera)  (0.4s; elapsed 42s, eta 9s)
[376/459] c557324b-b95d-414c-888f-6ee1329a2329 855 trials, 276 neurons  (5.8s; elapsed 42s, eta 9s)
[377/459] c4432264-e1ae-446f-8a07-6280abade813 586 trials, 370 neurons  (6.1s; elapsed 42s, eta 9s)
[378/459] d2f5a130-b981-4546-8858-c94ae1da75ff 355 trials, 157 neurons  (3.9s; elapsed 42s, eta 9s)
[379/459] dc21e80d-97d7-44ca-a729-a8e3f9b14305 505 trials, 29 neurons  (2.7s; elapsed 42s, eta 9s)
[380/459] d7e60cc3-6020-429e-a654-636c6cc677ea 294 trials, 114 neurons  (3.5s; elapsed 42s, eta 9s)
[381/459] d23a44ef-1402-4ed7-97f5-47e9a7a504d9 286 trials, 325 neurons  (4.5s; elapsed 43s, eta 9s)
[382/459] e49d8ee7-24b9-416a-9d04-9be33b655f40 404 trials, 53 neurons  (1.7s; elapsed 43s, eta 9s)
[383/459] d839491f-55d8-4cbe-a298-7839208ba12b 326 trials, 112 neurons  (3.4s; elapsed 43s, eta 8s)
[384/459] dfd8e7df-dc51-4589-b6ca-7baccfeb94b4 371 trials, 56 neurons  (2.5s; elapsed 43s, eta 8s)
[385/459] d71e565d-4ddb-42df-849e-f99cfdeced52 389 trials, 94 neurons  (3.9s; elapsed 43s, eta 8s)
[386/459] dac3a4c1-b666-4de0-87e8-8c514483cacf 394 trials, 102 neurons  (3.4s; elapsed 43s, eta 8s)
[387/459] d901aff5-2250-467a-b4a1-0cb9729df9e2 358 trials, 194 neurons  (3.7s; elapsed 43s, eta 8s)
[388/459] ebe090af-5922-4fcd-8fc6-17b8ba7bad6d SKIP: no whisker motion energy (neither camera)  (0.5s; elapsed 43s, eta 8s)
[389/459] dc962048-89bb-4e6a-96a9-b062a2be1426 262 trials, 158 neurons  (3.8s; elapsed 43s, eta 8s)
[390/459] e0928e11-2b86-4387-a203-80c77fab5d52 320 trials, 89 neurons  (3.1s; elapsed 44s, eta 8s)
[391/459] e6594a5b-552c-421a-b376-1a1baa9dc4fd 248 trials, 56 neurons  (1.8s; elapsed 44s, eta 8s)
[392/459] d33baf74-263c-4b37-a0d0-b79dcb80a764 298 trials, 516 neurons  (5.0s; elapsed 44s, eta 8s)
[393/459] e6043c7d-8f6e-4b66-8309-2ec0abac0f79 677 trials, 59 neurons  (2.2s; elapsed 44s, eta 7s)
[394/459] dd87e278-999d-478b-8cbd-b5bf92b84763 555 trials, 139 neurons  (4.0s; elapsed 44s, eta 7s)
[395/459] e535fb62-e245-4a48-b119-88ce62a6fe67 338 trials, 86 neurons  (3.1s; elapsed 44s, eta 7s)
[396/459] e5c772cd-9c92-47ab-9525-d618b66a9b5d 379 trials, 97 neurons  (2.6s; elapsed 44s, eta 7s)
[397/459] e012d3e3-fdbc-4661-9ffa-5fa284e4e706 466 trials, 150 neurons  (4.1s; elapsed 44s, eta 7s)
[398/459] d3a2b25e-46d3-4f0b-ade6-4e32255f4c35 687 trials, 149 neurons  (5.6s; elapsed 44s, eta 7s)
[399/459] e6de6c35-1508-4471-b7c3-f12a5c7a6d39 351 trials, 58 neurons  (2.1s; elapsed 44s, eta 7s)
[400/459] dfbe628d-365b-461c-a07f-8b9911ba83aa 511 trials, 331 neurons  (4.4s; elapsed 45s, eta 7s)
[401/459] e6bdb1f4-b0bf-4451-8f23-4384f2102f91 456 trials, 69 neurons  (2.6s; elapsed 45s, eta 6s)
[402/459] e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1 698 trials, 193 neurons  (4.0s; elapsed 45s, eta 6s)
[403/459] e1931de1-cf7b-49af-af33-2ade15e8abe7 529 trials, 144 neurons  (4.1s; elapsed 45s, eta 6s)
[404/459] dda5fc59-f09a-4256-9fb5-66c67667a466 436 trials, 171 neurons  (5.0s; elapsed 45s, eta 6s)
[405/459] ee13c19e-2790-4418-97ca-48f02e8013bb 231 trials, 58 neurons  (2.1s; elapsed 45s, eta 6s)
[406/459] e5c75b62-6871-4135-b3d0-f6464c2d90c0 438 trials, 87 neurons  (3.8s; elapsed 45s, eta 6s)
[407/459] e45481fa-be22-4365-972c-e7404ed8ab5a 293 trials, 159 neurons  (4.3s; elapsed 45s, eta 6s)
[408/459] e9fc0a2d-c69d-44d1-9fa3-314782387cae 232 trials, 76 neurons  (2.7s; elapsed 45s, eta 6s)
[409/459] ebc9392c-1ecb-4b4b-a545-4e3d70d23611 327 trials, 199 neurons  (2.7s; elapsed 45s, eta 6s)
[410/459] e349a2e7-50a3-47ca-bc45-20d1899854ec 882 trials, 164 neurons  (4.7s; elapsed 46s, eta 5s)
[411/459] e56541a5-a6d5-4750-b1fe-f6b5257bfe7c 346 trials, 303 neurons  (4.5s; elapsed 46s, eta 5s)
[412/459] e2b845a1-e313-4a08-bc61-a5f662ed295e 290 trials, 280 neurons  (4.9s; elapsed 46s, eta 5s)
[413/459] e8b4fda3-7fe4-4706-8ec2-91036cfee6bd 386 trials, 162 neurons  (3.3s; elapsed 46s, eta 5s)
[414/459] f27e6cd6-cdd3-4524-b8e3-8146046e2a7d 284 trials, 89 neurons  (2.1s; elapsed 46s, eta 5s)
[415/459] ecb5520d-1358-434c-95ec-93687ecd1396 313 trials, 122 neurons  (3.5s; elapsed 46s, eta 5s)
[416/459] eef82e27-c20e-48da-b4b7-c443031649e3 226 trials, 137 neurons  (2.8s; elapsed 46s, eta 5s)
[417/459] ebce500b-c530-47de-8cb1-963c552703ea 398 trials, 282 neurons  (3.8s; elapsed 47s, eta 5s)
[418/459] ebe2efe3-e8a1-451a-8947-76ef42427cc9 352 trials, 92 neurons  (3.8s; elapsed 47s, eta 5s)
[419/459] ef38e503-dd79-4185-bf87-4712d4f274fe 294 trials, 95 neurons  (2.6s; elapsed 47s, eta 4s)
[420/459] f5591ac5-311d-4fa8-9bad-029d7be9c491 533 trials, 33 neurons  (1.9s; elapsed 47s, eta 4s)
[421/459] ee212778-3903-4f5b-ac4b-a72f22debf03 338 trials, 95 neurons  (3.8s; elapsed 47s, eta 4s)
